Filename,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-6.raw,0.0,0.0,0.6648867611857852,,0.688241771687263,0.04432432432432432,0.7995059288537549,0.04205506178192066,0.6664080172671623,,0.16830294530154277,0.07382953181272509,0.0,0.03861003861003861,0.07126436781609195,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.021505376344086023,0.061068702290076333,0.23809523809523808,0.15625,0.23809523809523808,0.523978816875774,0.4344045308964054,0.523978816875774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-3.raw,0.0,0.0,0.9484441171055056,,0.7278639148049596,0.04108108108108108,0.7909090909090911,0.06351615001083893,0.708805067552865,,0.16269284712482468,0.06722689075630252,0.0,0.032818532818532815,0.3448275862068966,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-9.raw,0.14705882352941177,0.07142857142857142,0.6234511071557657,,0.9525969158552396,0.33945945945945943,0.938647342995169,0.472794277043139,0.9492770763001668,,0.26227208976157085,0.6122448979591837,0.25925925925925924,0.4247104247104247,0.40229885057471265,0.2,0.4331395348837209,0.45098039215686275,0.34946236559139787,0.4122137404580153,0.3333333333333333,0.296875,0.3333333333333333,0.3688370824387161,0.2427740071603362,0.3688370824387161,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-4.raw,0.0,0.0,0.6803535260541336,,0.6606263386052318,0.04108108108108108,0.7909090909090911,0.02709733362237156,0.636858557977127,,0.16269284712482468,0.028811524609843937,0.0,0.032818532818532815,0.09425287356321839,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3fa74a3335d8bb79d987b491455387ad398bccb2332470a47679b5e78c2183d8-5.raw,0.0,0.0,0.6287976431596394,,0.6354122475303341,0.04108108108108108,0.7909090909090911,0.013440277476696292,0.6098786168862255,,0.16269284712482468,0.017406962785114045,0.0,0.032818532818532815,0.016091954022988506,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-5.raw,0.0,0.0,0.6184864665807401,,0.6318102345196345,0.04108108108108108,0.7909090909090911,0.011489269455885541,0.6060243395875252,,0.16269284712482468,0.015006002400960384,0.0,0.032818532818532815,0.0022988505747126436,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3fa74a3335d8bb79d987b491455387ad398bccb2332470a47679b5e78c2183d8-9.raw,0.14705882352941177,0.07142857142857142,0.6234511071557657,,0.9522708076814312,0.34486486486486484,0.9503220611916272,0.47257749837415997,0.9489281293842348,,0.26227208976157085,0.6122448979591837,0.25925925925925924,0.4247104247104247,0.39770114942528734,0.2,0.4331395348837209,0.45098039215686275,0.34946236559139787,0.42748091603053434,0.3333333333333333,0.296875,0.3333333333333333,0.3634562067807559,0.23321546015681177,0.3634562067807559,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-5.raw,0.0,0.0,0.6133308782912907,,0.6310097871839234,0.04108108108108108,0.7909090909090911,0.011055712117927595,0.6051678335211473,,0.16269284712482468,0.015006002400960384,0.0,0.032818532818532815,0.0022988505747126436,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-1f1f72fe1f6c70cc59e2a4c2b95df0da7c4eb26381c2eed8445227f40db3f7a1-9.raw,0.17647058823529413,0.14285714285714285,0.6461056895599337,,0.9682268147570469,0.4097297297297297,0.9839285714285714,0.5410795577715153,0.9660016034851792,,0.2650771388499299,0.6698679471788715,0.2962962962962963,0.44594594594594594,0.5149425287356322,0.23636363636363636,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.45038167938931295,0.38095238095238093,0.34375,0.38095238095238093,0.38496632578709516,0.24183094103586644,0.38496632578709516,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2327563936967193,0.18309859154929575,0.28949579831932754,1.0,1.0,1.0,,1.0,1.0,,0.8181818181818182,1.0,,
Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-1.raw,0.0,0.0,0.9535997053949548,,0.757480466226268,0.03891891891891892,0.7851778656126482,0.0795577715152829,0.7404957920088445,,0.17391304347826086,0.061224489795918366,0.0,0.017374517374517374,0.31494252873563217,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.19047619047619047,0.125,0.19047619047619047,0.4189987635880066,0.34291252176356324,0.4189987635880066,0.0,0.0,0.0,0.0,0.1,0.0,0.07692307692307693,0.1,0.07692307692307693,0.1,0.06666666666666667,0.23043478260869565,0.0,0.177257525083612,0.23043478260869565,0.554210236653825,0.4856093080220452,0.4427962489343561,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-10.raw,0.17647058823529413,0.14285714285714285,0.5367335665623273,,0.9304914403592406,0.41405405405405404,0.9929347826086958,0.5150661174940386,0.9256234603559387,,0.26367461430575034,0.6410564225690276,0.2962962962962963,0.44594594594594594,0.39080459770114945,0.23636363636363636,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.46564885496183206,0.38095238095238093,0.34375,0.38095238095238093,0.3808289981733425,0.23457165186771323,0.3808289981733425,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.2327563936967193,0.18309859154929575,0.4305322128851538,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-4f4091323fa48a901e1e188199a12a30ff363129ad53d4a08d68528c666b1e68-10.raw,0.17647058823529413,0.14285714285714285,0.5610384827840177,,0.9374095923321717,0.40864864864864864,0.9816770186335404,0.519835248211576,0.9330261199296327,,0.26367461430575034,0.6476590636254502,0.2962962962962963,0.44594594594594594,0.42528735632183906,0.23636363636363636,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.45038167938931295,0.38095238095238093,0.34375,0.38095238095238093,0.38600461458381397,0.243652706029865,0.38600461458381397,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2327563936967193,0.18309859154929575,0.28949579831932754,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-1f1f72fe1f6c70cc59e2a4c2b95df0da7c4eb26381c2eed8445227f40db3f7a1-6.raw,0.0,0.0,0.6700423494752348,,0.6834390876729965,0.04432432432432432,0.7995059288537549,0.03945371775417299,0.6612689808688952,,0.16830294530154277,0.0702280912364946,0.0,0.03861003861003861,0.059770114942528735,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.021505376344086023,0.061068702290076333,0.23809523809523808,0.15625,0.23809523809523808,0.523978816875774,0.4344045308964054,0.523978816875774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-5d380e4063a71521883a8c322328dbdaf828d587613fcb87fff06f1250696a27-3.raw,0.0,0.0,0.9690664702633032,,0.7454737561906025,0.04108108108108108,0.7909090909090911,0.07305441144591372,0.7276482010131773,,0.16690042075736325,0.06962785114045618,0.0,0.032818532818532815,0.3471264367816092,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-8.raw,0.14705882352941177,0.07142857142857142,0.6570579048943991,,0.9653151346337597,0.33945945945945943,0.938647342995169,0.4812486451333189,0.9628860060215035,,0.26227208976157085,0.617046818727491,0.25925925925925924,0.4247104247104247,0.43908045977011495,0.2,0.4331395348837209,0.45098039215686275,0.34946236559139787,0.4122137404580153,0.3333333333333333,0.296875,0.3333333333333333,0.3688370824387161,0.2427740071603362,0.3688370824387161,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-4e65b0d172187e6938edfb8f499cde610cc5a34985b4ba9b309e5c7069e7b8bd-3.raw,0.0,0.0,0.9535997053949548,,0.739070177504914,0.04108108108108108,0.7909090909090911,0.06958595274225016,0.7207961524821543,,0.16690042075736325,0.06962785114045618,0.0,0.032818532818532815,0.33793103448275863,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-1efdeb94cc56a153cab3066f602f5eb47a42fdf70441069ac36bc090e294ba26-9.raw,0.17647058823529413,0.14285714285714285,0.6339532314490886,,0.95659174098439,0.40864864864864864,0.9816770186335404,0.5330587470192933,0.9535516760203302,,0.26367461430575034,0.6596638655462185,0.2962962962962963,0.44594594594594594,0.5126436781609195,0.23636363636363636,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.45038167938931295,0.38095238095238093,0.34375,0.38095238095238093,0.38600461458381397,0.243652706029865,0.38600461458381397,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2327563936967193,0.18309859154929575,0.28949579831932754,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
