pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,Filename,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,label
-5.087845502433201,0.6864821218200892,-1.014591300521486,-0.3511510274106076,-0.2360341864678857,0.5570765574406426,-0.4446740743252841,0.3910779091910478,-0.6941310302218431,0.0019050868829822,Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-6.raw,0.0,0.0,0.6648867611857852,,0.688241771687263,0.0443243243243243,0.7995059288537549,0.0420550617819206,0.6664080172671623,,0.1683029453015427,0.073829531812725,0.0,0.0386100386100386,0.0712643678160919,0.0181818181818181,0.0203488372093023,0.0196078431372549,0.021505376344086,0.0610687022900763,0.238095238095238,0.15625,0.238095238095238,0.523978816875774,0.4344045308964054,0.523978816875774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.1818181818181818,1.0,,,1
-5.26157139430077,0.4788053262537192,-0.5039906649835291,0.0293396165261708,-0.1832493955012814,-0.0206020736646904,-0.5901452651009992,0.1991696232720252,0.7383230076120145,0.451413306354666,Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-3.raw,0.0,0.0,0.9484441171055056,,0.7278639148049596,0.041081081081081,0.7909090909090911,0.0635161500108389,0.708805067552865,,0.1626928471248246,0.0672268907563025,0.0,0.0328185328185328,0.3448275862068966,0.0181818181818181,0.0203488372093023,0.0196078431372549,0.010752688172043,0.0610687022900763,0.2142857142857142,0.140625,0.2142857142857142,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.1818181818181818,1.0,,,1
-0.9770010896211484,-3.4831260028160655,2.390306861788919,0.6104927628378892,-0.0632830383979307,-0.1601334479098728,0.4014056609122973,0.0285402769751212,-0.2626266143998024,-0.0394116207756604,Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-9.raw,0.1470588235294117,0.0714285714285714,0.6234511071557657,,0.9525969158552396,0.3394594594594594,0.938647342995169,0.472794277043139,0.9492770763001668,,0.2622720897615708,0.6122448979591837,0.2592592592592592,0.4247104247104247,0.4022988505747126,0.2,0.4331395348837209,0.4509803921568627,0.3494623655913978,0.4122137404580153,0.3333333333333333,0.296875,0.3333333333333333,0.3688370824387161,0.2427740071603362,0.3688370824387161,0.0112359550561797,4.630058338735068e-05,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,,1
-5.2751108539728175,0.6579413720249682,-0.8517199805672584,-0.2254443795602919,-0.2541580581927664,0.5502038085349944,-0.3393432707013931,-0.1200142586573541,-0.5465420575410573,0.0064296999661243,Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-4.raw,0.0,0.0,0.6803535260541336,,0.6606263386052318,0.041081081081081,0.7909090909090911,0.0270973336223715,0.636858557977127,,0.1626928471248246,0.0288115246098439,0.0,0.0328185328185328,0.0942528735632183,0.0181818181818181,0.0203488372093023,0.0196078431372549,0.010752688172043,0.0610687022900763,0.2142857142857142,0.140625,0.2142857142857142,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.1818181818181818,1.0,,,1
-5.298146010376784,0.7193715820087955,-0.9560968953306233,-0.3003409900172265,-0.2737321848325053,0.7226222884934582,-0.2749770056136227,-0.2116530918721654,-0.8893790600651574,-0.1196655632606386,Spyware-TIBS-3fa74a3335d8bb79d987b491455387ad398bccb2332470a47679b5e78c2183d8-5.raw,0.0,0.0,0.6287976431596394,,0.6354122475303341,0.041081081081081,0.7909090909090911,0.0134402774766962,0.6098786168862255,,0.1626928471248246,0.017406962785114,0.0,0.0328185328185328,0.0160919540229885,0.0181818181818181,0.0203488372093023,0.0196078431372549,0.010752688172043,0.0610687022900763,0.2142857142857142,0.140625,0.2142857142857142,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.1818181818181818,1.0,,,1
-5.302046616237056,0.7291832285638247,-0.9734367589785184,-0.3127121780235409,-0.277289283956786,0.7521793260381783,-0.2635667024259305,-0.2268706948373011,-0.9521535463898544,-0.1423964025252252,Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-5.raw,0.0,0.0,0.6184864665807401,,0.6318102345196345,0.041081081081081,0.7909090909090911,0.0114892694558855,0.6060243395875252,,0.1626928471248246,0.0150060024009603,0.0,0.0328185328185328,0.0022988505747126,0.0181818181818181,0.0203488372093023,0.0196078431372549,0.010752688172043,0.0610687022900763,0.2142857142857142,0.140625,0.2142857142857142,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.1818181818181818,1.0,,,1
-0.9876241562350196,-3.5068452392703384,2.4310066022566685,0.6368294426665292,-0.0669424424524191,-0.1837230068734505,0.4055086061301448,-0.010075312055883,-0.2936627457632493,-0.0533965447590237,Spyware-TIBS-3fa74a3335d8bb79d987b491455387ad398bccb2332470a47679b5e78c2183d8-9.raw,0.1470588235294117,0.0714285714285714,0.6234511071557657,,0.9522708076814312,0.3448648648648648,0.9503220611916272,0.4725774983741599,0.9489281293842348,,0.2622720897615708,0.6122448979591837,0.2592592592592592,0.4247104247104247,0.3977011494252873,0.2,0.4331395348837209,0.4509803921568627,0.3494623655913978,0.4274809160305343,0.3333333333333333,0.296875,0.3333333333333333,0.3634562067807559,0.2332154601568117,0.3634562067807559,0.0112359550561797,4.630058338735068e-05,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,,1
-5.298226554460611,0.7303310751884433,-0.9770029930892552,-0.3156509016029478,-0.2776994791921074,0.7557018800767016,-0.2603220489893846,-0.2309060293888861,-0.961145180045788,-0.1445355697455221,Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-5.raw,0.0,0.0,0.6133308782912907,,0.6310097871839234,0.041081081081081,0.7909090909090911,0.0110557121179275,0.6051678335211473,,0.1626928471248246,0.0150060024009603,0.0,0.0328185328185328,0.0022988505747126,0.0181818181818181,0.0203488372093023,0.0196078431372549,0.010752688172043,0.0610687022900763,0.2142857142857142,0.140625,0.2142857142857142,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.1818181818181818,1.0,,,1
-0.1887881612590803,-3.8732280445527953,2.5067407601329807,0.5906125453183954,-0.0024236086279482,-0.7174873191324067,0.3336052273091831,0.2445208631672674,-0.026999300634684,0.1529718472828096,Spyware-TIBS-1f1f72fe1f6c70cc59e2a4c2b95df0da7c4eb26381c2eed8445227f40db3f7a1-9.raw,0.1764705882352941,0.1428571428571428,0.6461056895599337,,0.9682268147570467,0.4097297297297297,0.9839285714285714,0.5410795577715153,0.9660016034851792,,0.2650771388499299,0.6698679471788715,0.2962962962962963,0.4459459459459459,0.5149425287356322,0.2363636363636363,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.4503816793893129,0.3809523809523809,0.34375,0.3809523809523809,0.3849663257870951,0.2418309410358664,0.3849663257870951,0.0112359550561797,4.630058338735068e-05,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.2327563936967193,0.1830985915492957,0.2894957983193275,1.0,1.0,1.0,,1.0,1.0,,0.8181818181818182,1.0,,,1
-4.84995497871409,2.7846218963375775,1.2568703151317595,0.4809122301278071,-0.3146712055308784,-0.3130835980229011,0.145734265594792,0.0685815794525388,1.0249730160960695,-0.5268759566475333,Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-1.raw,0.0,0.0,0.9535997053949548,,0.757480466226268,0.0389189189189189,0.7851778656126482,0.0795577715152829,0.7404957920088445,,0.1739130434782608,0.0612244897959183,0.0,0.0173745173745173,0.3149425287356321,0.0181818181818181,0.0203488372093023,0.0196078431372549,0.010752688172043,0.0610687022900763,0.1904761904761904,0.125,0.1904761904761904,0.4189987635880066,0.3429125217635632,0.4189987635880066,0.0,0.0,0.0,0.0,0.1,0.0,0.0769230769230769,0.1,0.0769230769230769,0.1,0.0666666666666666,0.2304347826086956,0.0,0.177257525083612,0.2304347826086956,0.554210236653825,0.4856093080220452,0.4427962489343561,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.1818181818181818,1.0,,,1
